Latitude,Longitude,Depth/Km,Magnitude,Magnitude Category
42.8003,13.1022,12.1,3.0,Low
42.8058,13.1848,10.8,3.6,Low
42.8897,13.2195,7.8,2.0,Low
42.7943,13.1153,10.6,2.3,Low
42.8047,13.0947,10.7,2.2,Low
42.7313,13.2057,10.8,2.2,Low
43.0603,13.0815,8.8,2.8,Low
43.04,13.0738,9.5,2.6,Low
42.8752,13.0738,10.5,2.5,Low
42.8812,13.1892,7.3,2.0,Low
42.7847,13.2018,9.9,2.3,Low
42.938,13.2088,8.5,2.8,Low
42.7218,13.1968,9.6,2.0,Low
42.8808,13.1992,7.9,2.0,Low
42.8988,13.1765,7.1,2.5,Low
42.9653,13.0562,13.3,2.0,Low
42.9147,13.2122,8.7,2.1,Low
42.7378,13.1978,13.0,2.2,Low
42.922,13.1413,10.2,2.6,Low
42.7912,13.0843,10.7,2.3,Low
42.6715,13.2328,12.2,2.1,Low
43.0128,13.0747,9.0,2.3,Low
42.7895,13.0965,10.1,2.3,Low
42.9022,13.1943,7.9,2.0,Low
42.8298,13.0842,12.3,2.5,Low
42.775,13.0428,10.6,2.0,Low
42.8282,13.0867,10.5,2.0,Low
42.758,13.0742,10.6,2.0,Low
42.5762,12.9893,7.5,2.3,Low
42.8843,13.2078,8.2,2.3,Low
42.7313,13.1728,9.4,2.4,Low
42.9652,13.1312,10.0,2.2,Low
42.7918,13.1892,5.6,2.1,Low
42.8712,13.1243,7.3,2.0,Low
42.9033,13.2577,19.7,2.2,Low
42.707,13.1435,12.9,2.1,Low
42.8155,13.1323,9.0,2.0,Low
43.0615,13.0693,9.9,2.1,Low
43.0002,13.0717,10.9,2.2,Low
42.7317,13.1837,8.7,2.2,Low
42.7107,13.25,9.5,2.0,Low
42.7998,13.1887,10.0,2.0,Low
42.9273,13.2057,8.7,2.4,Low
42.6635,13.2112,12.5,2.4,Low
42.8403,13.1197,12.6,2.7,Low
42.7688,13.1902,11.0,2.1,Low
42.8338,13.0837,12.3,2.3,Low
42.5393,13.2408,9.8,2.0,Low
42.9322,13.2165,8.3,2.2,Low
42.9343,13.2183,8.3,2.1,Low
42.9358,13.2073,7.4,2.2,Low
42.7393,13.2612,13.6,2.3,Low
43.0332,13.0755,10.3,2.8,Low
42.8927,13.2107,6.5,3.1,Low
42.9148,13.1728,13.5,2.0,Low
42.8702,13.105,9.8,2.3,Low
42.8568,13.029000000000002,10.0,2.2,Low
42.8238,13.1652,10.8,2.1,Low
42.9003,13.1862,7.8,2.6,Low
42.8527,13.1348,14.8,2.2,Low
42.8037,13.1828,10.4,2.9,Low
42.9563,13.1423,10.8,2.0,Low
42.8168,12.7713,10.2,2.1,Low
42.8978,13.1827,8.1,2.8,Low
42.8393,13.1192,12.2,2.0,Low
42.7577,13.1978,13.1,2.4,Low
42.75,13.1698,9.8,2.2,Low
42.9327,13.2065,7.5,2.0,Low
42.7942,13.1482,10.3,2.0,Low
43.0305,13.2032,3.6,2.0,Low
42.8993,13.1868,7.5,2.9,Low
42.7333,13.2962,14.9,2.2,Low
42.9397,13.2015,8.7,2.4,Low
42.7263,13.2158,11.7,2.0,Low
42.691,13.1722,10.9,2.4,Low
42.763000000000005,13.1512,12.8,2.1,Low
42.7467,13.1808,10.8,2.4,Low
42.7903,13.0545,10.9,2.1,Low
42.8955,13.1593,7.9,2.0,Low
43.0122,12.8913,9.6,2.1,Low
42.8338,13.206,5.1,2.1,Low
42.8978,13.1873,8.2,2.0,Low
42.9392,13.0418,10.1,2.1,Low
42.688,13.2637,11.7,2.2,Low
42.9448,13.2112,7.6,3.1,Low
42.9503,13.2022,8.4,2.7,Low
42.5638,13.285,10.9,2.2,Low
42.7022,13.2308,10.1,2.2,Low
43.0328,13.0553,10.5,2.1,Low
43.0257,13.0467,10.2,2.1,Low
42.8552,13.1373,7.7,2.0,Low
42.8603,13.1338,7.6,2.1,Low
42.7662,13.0723,9.8,2.0,Low
43.0147,13.1155,8.1,2.4,Low
42.7282,13.1967,10.9,2.0,Low
42.9288,13.205,7.8,2.8,Low
42.8582,13.1322,8.0,2.9,Low
42.8547,13.1377,8.1,2.0,Low
43.1665,13.4482,21.3,2.4,Low
42.7228,13.0737,14.0,2.1,Low
42.8137,12.7733,10.6,2.4,Low
42.8683,13.155,11.5,2.4,Low
43.0233,13.1193,2.3,2.0,Low
42.7427,13.0747,11.6,2.1,Low
42.9208,13.2038,8.9,2.2,Low
43.039,13.0437,10.0,2.0,Low
42.8147,12.7667,9.6,2.1,Low
42.8998,13.183,7.1,2.6,Low
42.8633,13.0287,10.3,2.1,Low
42.654,13.2352,13.4,2.2,Low
42.8353,13.2102,8.4,2.3,Low
42.7173,13.1397,10.6,2.0,Low
43.0292,13.0088,8.7,2.1,Low
42.7077,13.1423,11.3,2.7,Low
42.5662,13.2812,10.9,2.1,Low
42.7052,13.1487,10.4,2.3,Low
43.0573,13.075,9.8,2.4,Low
42.7033,13.2397,9.7,2.2,Low
42.8208,13.107,9.9,2.5,Low
42.9618,13.0667,12.2,2.0,Low
42.7008,13.2542,12.3,2.3,Low
42.8677,13.068,11.1,2.3,Low
42.9357,13.2137,8.6,2.7,Low
42.795,13.1062,10.4,2.7,Low
43.059,13.0693,9.3,2.0,Low
42.8087,13.0928,10.3,2.2,Low
42.7137,13.1505,15.0,2.3,Low
42.8715,13.1878,7.7,2.1,Low
42.9005,13.0722,11.1,2.4,Low
42.9395,13.2202,9.4,2.3,Low
42.7442,13.2093,11.4,2.0,Low
42.5453,13.2417,10.3,2.5,Low
42.7353,12.9977,12.8,2.6,Low
42.9472,13.2047,7.5,2.2,Low
42.8125,12.7627,9.4,2.5,Low
42.9113,13.2293,10.3,2.0,Low
42.8885,13.129,9.8,2.0,Low
42.9338,13.2023,7.7,2.6,Low
42.8247,13.1907,12.4,2.1,Low
42.81,13.134,9.2,2.7,Low
42.8158,12.7787,9.3,2.0,Low
42.7457,13.1832,10.1,2.0,Low
42.8747,13.1907,8.4,3.2,Low
42.8233,13.1752,10.0,2.0,Low
42.843,13.2537,13.7,2.3,Low
42.8487,13.0797,10.3,2.5,Low
42.7347,13.1858,13.3,2.2,Low
42.8543,13.0123,10.1,2.1,Low
42.8288,13.2532,12.5,2.2,Low
42.7653,13.2413,12.0,2.1,Low
42.6183,13.3377,11.1,2.3,Low
42.8028,13.1953,8.8,2.4,Low
42.8083,13.1935,9.9,2.0,Low
42.9238,13.19,10.2,2.4,Low
43.0175,13.0958,7.6,2.0,Low
42.7917,13.2727,15.1,2.0,Low
42.8548,13.140999999999998,7.6,2.5,Low
42.9747,13.1255,9.6,2.0,Low
42.5697,13.2107,10.8,2.0,Low
42.7608,13.2132,10.1,2.2,Low
42.9382,13.0917,7.0,2.5,Low
42.9738,13.0627,11.8,2.2,Low
42.7257,13.2102,11.6,2.1,Low
42.8178,12.7662,9.1,2.1,Low
42.8488,13.0855,10.2,2.0,Low
42.8118,13.0433,10.5,2.5,Low
42.8982,13.187,10.1,2.4,Low
42.6765,13.2032,10.9,2.0,Low
42.7913,13.1872,9.2,2.2,Low
43.0247,13.0487,8.8,2.5,Low
42.9347,13.2002,11.1,2.0,Low
43.0217,13.1003,7.4,2.3,Low
42.7943,13.1698,9.0,2.3,Low
43.0347,13.0538,9.9,2.0,Low
42.5445,13.2422,10.4,2.0,Low
43.0117,13.0432,7.7,2.6,Low
42.9202,13.0443,11.0,2.2,Low
42.8675,13.0785,11.0,3.1,Low
42.9017,13.0968,10.8,2.3,Low
42.6655,13.2913,8.9,2.2,Low
42.807,13.1292,10.3,2.2,Low
42.9823,13.0493,9.9,2.0,Low
42.9432,13.0577,11.2,2.0,Low
43.0587,13.0908,9.4,2.0,Low
42.9038,13.0455,9.8,2.0,Low
42.7778,13.2033,8.6,2.6,Low
42.9035,13.193,8.0,2.0,Low
42.7708,13.2147,10.4,2.6,Low
42.9413,13.1182,11.7,2.5,Low
42.9463,13.1132,10.6,2.2,Low
42.757,13.2513,10.9,2.0,Low
42.8273,13.0647,11.0,2.2,Low
42.5707,13.2758,13.3,2.0,Low
42.9225,13.1918,9.5,2.0,Low
42.7705,13.2108,9.4,2.7,Low
42.7187,13.1252,11.1,2.2,Low
42.7693,13.2117,9.7,2.2,Low
42.8673,13.1263,9.0,2.3,Low
42.89,13.1653,7.3,2.0,Low
42.9552,13.1333,8.7,2.5,Low
42.7557,13.2408,12.9,2.2,Low
42.7588,13.1953,8.9,2.3,Low
42.7327,13.1667,9.0,2.2,Low
42.7307,13.1458,11.2,2.5,Low
42.6313,13.1642,14.1,2.1,Low
42.9108,13.1443,7.2,2.0,Low
42.7973,13.2,10.5,2.0,Low
42.9137,13.1188,9.6,2.3,Low
43.0158,13.1355,8.9,3.4,Low
43.0163,13.1403,8.7,3.1,Low
42.6808,13.1477,12.9,2.1,Low
42.8505,13.0098,10.0,2.1,Low
42.7713,13.1522,10.5,2.4,Low
42.9243,13.2147,9.1,2.4,Low
42.7955,13.0813,10.3,2.1,Low
42.8077,12.78,9.8,2.0,Low
42.8988,13.1785,8.8,3.0,Low
43.0397,13.0665,9.9,2.2,Low
42.8893,13.1523,10.9,2.0,Low
42.9128,13.2122,17.0,2.3,Low
42.8878,13.1512,12.6,3.8,Low
42.9403,13.2098,9.2,2.9,Low
42.9603,13.1507,2.7,2.0,Low
42.8725,13.0875,10.3,2.4,Low
42.5298,13.2608,12.7,2.1,Low
42.9425,13.2047,9.0,2.1,Low
42.8125,13.1723,9.8,2.5,Low
42.9947,13.1275,10.2,2.0,Low
43.1027,13.0043,10.8,2.0,Low
42.9198,13.0398,11.0,2.3,Low
42.8663,13.1513,8.2,2.0,Low
43.0042,13.06,7.3,2.0,Low
42.6292,13.2208,11.6,2.0,Low
43.0178,13.0823,10.4,2.2,Low
43.0032,13.1475,8.1,2.0,Low
43.053,13.0585,10.2,2.0,Low
42.98,13.1427,13.4,2.1,Low
42.8397,13.1942,9.5,2.1,Low
43.0078,13.143,8.0,2.6,Low
42.8057,13.1712,8.6,2.8,Low
42.7222,13.1982,10.1,2.3,Low
42.8958,13.195,10.2,2.0,Low
42.8028,13.0953,11.1,2.1,Low
42.8952,13.137,10.0,2.0,Low
42.794,13.1977,10.1,2.1,Low
42.8753,13.0845,10.4,2.1,Low
42.8357,13.1648,10.9,2.5,Low
43.0022,13.0557,9.4,2.0,Low
42.8727,13.0608,9.7,2.0,Low
42.9467,13.1373,10.1,2.1,Low
42.8842,13.197,6.6,2.1,Low
42.9433,13.1162,11.1,2.5,Low
42.9212,13.2148,9.1,2.1,Low
42.9225,13.0448,11.1,2.0,Low
42.7787,13.2283,13.5,2.0,Low
42.9128,13.0977,11.5,2.0,Low
42.9852,13.058,9.6,2.0,Low
42.6748,13.2102,11.1,2.3,Low
42.5447,13.239,10.5,2.1,Low
42.6598,13.2165,10.9,2.2,Low
42.9158,13.1652,9.3,2.0,Low
42.7228,13.2187,13.6,2.5,Low
42.7132,13.243,11.4,2.1,Low
42.8982,13.1842,7.5,3.0,Low
42.8983,13.1893,9.0,2.4,Low
42.7975,13.1417,10.0,2.9,Low
43.0157,13.0735,9.7,2.3,Low
42.8882,13.1175,8.9,2.8,Low
42.7147,13.2122,10.3,2.2,Low
42.8053,13.1498,10.0,2.0,Low
42.8818,13.1655,8.3,2.3,Low
42.9937,13.1487,5.8,2.5,Low
42.8068,13.2102,9.3,3.4,Low
42.6968,13.1482,11.0,2.0,Low
42.9128,12.9728,7.9,2.2,Low
42.8015,13.2088,8.8,2.5,Low
42.8893,13.1068,10.8,2.1,Low
42.8962,13.189,8.4,2.0,Low
42.7972,13.1153,11.0,2.3,Low
43.034,13.1028,7.6,2.0,Low
42.7237,13.2977,12.6,2.0,Low
42.8262,13.0448,9.9,3.2,Low
42.9547,13.1372,9.1,2.2,Low
42.8295,13.0382,9.3,2.2,Low
42.8423,13.0552,10.3,2.1,Low
43.0402,13.1148,9.1,2.0,Low
42.907,13.0293,10.6,2.0,Low
42.9732,13.1412,9.0,2.0,Low
42.9732,13.1385,9.4,2.1,Low
42.8882,13.2167,8.6,2.5,Low
42.8432,13.0653,10.3,2.2,Low
42.7883,13.2408,17.9,2.1,Low
42.91,13.2213,8.6,2.2,Low
42.9065,13.1958,8.2,2.0,Low
42.9138,13.1988,9.1,2.1,Low
42.8942,13.1898,8.3,2.3,Low
42.8248,13.0268,9.2,2.3,Low
42.6713,13.2203,14.7,2.5,Low
43.0278,13.0978,9.6,2.0,Low
42.8688,13.0418,11.1,2.1,Low
42.6622,13.2153,13.5,2.3,Low
42.7448,13.19,10.7,2.0,Low
42.8953,13.0727,10.7,2.0,Low
42.8358,13.1208,10.8,2.1,Low
42.7352,13.2377,12.9,2.3,Low
42.6087,13.3463,8.0,2.0,Low
42.8778,13.1052,8.7,2.1,Low
42.6507,13.2118,13.7,2.8,Low
42.9555,13.1517,10.6,2.2,Low
42.8313,13.0368,9.7,2.0,Low
42.9833,13.0597,9.4,2.2,Low
42.7577,13.2148,10.5,2.0,Low
42.6947,13.2063,11.1,2.1,Low
42.9063,13.1967,8.3,2.8,Low
42.9138,13.2103,8.0,2.0,Low
42.9258,13.1538,10.1,2.2,Low
42.6707,13.3027,5.5,2.1,Low
42.651,13.2135,12.5,2.7,Low
42.819,13.1383,9.8,2.1,Low
42.9472,13.0382,7.5,2.0,Low
42.8028,13.1342,10.0,2.6,Low
42.8018,13.1293,10.3,2.4,Low
42.7607,13.2323,8.9,2.6,Low
42.8018,13.1317,10.0,2.0,Low
42.8977,13.1803,8.5,2.5,Low
42.9518,13.0492,10.1,2.3,Low
42.8228,13.2493,10.6,2.0,Low
42.8818,13.214,8.9,2.2,Low
42.8437,13.2638,15.9,2.2,Low
42.9197,13.1453,10.6,2.0,Low
42.7708,13.1403,10.0,2.0,Low
42.9063,13.0667,10.9,2.2,Low
42.8153,13.1845,12.5,2.1,Low
42.8677,13.1907,9.4,2.6,Low
42.92100000000001,13.2148,8.0,2.0,Low
42.6623,13.169,11.0,2.0,Low
42.81100000000001,13.1563,10.0,2.1,Low
43.0207,13.0897,7.7,2.2,Low
42.8883,13.1563,8.6,2.7,Low
42.8123,12.7663,8.4,3.3,Low
42.9532,13.1302,8.2,2.2,Low
42.5412,13.2393,9.4,2.1,Low
42.9752,13.118,8.4,2.0,Low
42.8508,13.0627,10.2,2.4,Low
42.5505,13.2463,10.1,2.6,Low
42.9238,13.1228,12.2,2.3,Low
42.6898,13.237,12.9,2.0,Low
42.8702,13.1227,7.6,2.1,Low
42.666,13.1573,13.2,2.0,Low
42.9,13.1782,9.0,2.2,Low
42.9087,13.0608,9.5,2.1,Low
42.8332,13.2232,13.7,2.0,Low
43.0183,13.0973,3.9,2.8,Low
42.9427,13.2918,10.3,2.2,Low
42.9432,13.207,8.9,2.1,Low
42.8478,13.0677,10.1,2.1,Low
43.0058,13.067,9.0,2.9,Low
42.88399999999999,13.1988,8.7,2.0,Low
42.9413,13.1182,10.7,2.0,Low
42.895,13.1872,8.3,2.6,Low
42.8832,13.139,9.1,2.0,Low
42.8982,13.1917,8.1,2.6,Low
42.5467,13.254,10.1,2.0,Low
42.7373,13.0773,11.0,2.0,Low
42.9568,13.1503,10.9,2.2,Low
43.0153,13.1425,7.7,2.8,Low
42.8903,13.1915,7.9,2.1,Low
42.8923,13.1818,7.9,2.6,Low
42.7027,13.2162,10.2,2.2,Low
43.0853,13.0365,8.7,2.1,Low
42.6518,13.2232,10.0,2.2,Low
42.9643,13.0235,12.2,2.2,Low
42.8827,13.1155,7.9,2.1,Low
42.5515,13.2497,10.7,3.1,Low
42.9632,13.1467,8.2,2.3,Low
42.7298,13.2777,11.3,2.5,Low
43.0075,13.1463,8.5,2.5,Low
43.0022,13.0758,9.2,2.1,Low
43.0045,13.1443,9.5,2.1,Low
42.9452,13.0307,9.9,2.2,Low
43.04,13.0443,10.0,2.0,Low
42.9215,13.0492,9.0,2.2,Low
42.8703,13.1247,8.7,2.1,Low
43.0683,13.1003,6.8,2.3,Low
43.001000000000005,13.149,9.3,3.5,Low
42.8867,13.1687,7.6,2.4,Low
42.9747,13.1383,5.6,2.0,Low
43.002,13.1388,8.0,2.6,Low
42.9735,13.0408,9.9,2.3,Low
42.9965,13.1567,9.2,3.2,Low
42.9992,13.1468,7.9,3.3,Low
43.0048,13.1078,8.1,2.3,Low
42.8763,13.1237,9.0,2.2,Low
42.9233,13.0563,9.3,2.2,Low
42.944,13.2148,9.6,2.2,Low
42.7698,13.211,10.5,2.0,Low
42.7707,13.0592,10.3,2.3,Low
43.0085,13.1062,4.6,2.0,Low
42.9977,13.1437,6.2,2.8,Low
42.7623,13.1948,8.6,2.6,Low
43.0158,13.1387,9.1,2.5,Low
42.9483,13.3048,11.0,2.7,Low
42.8517,13.12,10.7,2.2,Low
42.81,13.1507,10.2,2.1,Low
42.8905,13.1638,13.3,2.0,Low
42.8157,12.7647,8.9,2.1,Low
42.793,13.092,12.8,2.3,Low
42.8762,13.2018,7.4,2.4,Low
42.5438,13.252,10.9,2.2,Low
42.6613,13.1917,13.2,3.7,Low
42.728,13.177,14.0,3.5,Low
42.7318,13.1702,15.2,2.4,Low
42.9997,13.0718,9.2,2.6,Low
42.9515,13.1543,8.9,2.4,Low
42.7258,13.2603,12.8,2.3,Low
42.793,13.097,13.1,2.1,Low
42.6868,13.1838,16.0,2.0,Low
42.9068,13.1755,15.9,2.1,Low
42.8162,12.7618,9.4,2.5,Low
42.8163,12.7678,9.9,2.0,Low
42.9538,13.1283,9.1,2.1,Low
42.8685,13.2037,7.9,2.0,Low
43.0088,13.136,6.3,2.3,Low
42.8908,13.2005,7.6,2.0,Low
42.5903,13.231,11.4,2.1,Low
42.7307,13.2163,11.1,2.4,Low
43.0122,13.0882,13.1,2.3,Low
42.9025,13.048,12.5,2.4,Low
42.9455,13.1043,8.4,2.4,Low
42.8448,13.0683,11.2,2.1,Low
42.9072,13.1002,10.7,2.0,Low
43.0332,13.0742,8.1,2.1,Low
42.8965,13.2097,8.4,2.1,Low
42.7938,13.1167,10.9,2.0,Low
42.8103,13.1467,11.1,2.0,Low
42.8658,13.1603,10.7,2.1,Low
42.6737,13.1808,12.5,2.0,Low
42.6728,13.1828,12.7,2.1,Low
42.6657,13.1963,11.1,2.1,Low
43.0127,13.0662,10.3,2.8,Low
42.7898,13.1197,11.0,2.0,Low
42.7873,13.1025,11.6,2.3,Low
42.667,13.1893,11.3,2.1,Low
42.7227,13.2067,9.8,2.6,Low
42.734,13.1917,10.0,2.3,Low
42.6822,13.3152,9.5,2.0,Low
42.7133,13.1573,11.1,2.7,Low
42.7307,13.1943,9.3,2.3,Low
42.9793,13.067,10.5,2.0,Low
42.7482,13.1935,9.8,2.1,Low
42.7472,13.1793,12.6,2.5,Low
42.9773,13.1583,25.4,2.4,Low
42.9375,13.2083,8.0,2.1,Low
42.6588,13.3373,12.9,2.2,Low
42.9453,13.2113,8.8,2.2,Low
42.7717,13.0815,9.5,2.4,Low
42.795,13.1428,10.5,2.2,Low
42.7532,13.1927,12.1,2.1,Low
42.7103,13.2498,10.8,2.3,Low
43.0337,13.1018,8.4,2.0,Low
42.7417,13.1853,10.3,2.4,Low
42.7542,13.1848,11.1,2.3,Low
42.7378,13.1368,10.7,2.6,Low
42.725,13.1305,4.2,2.4,Low
42.9822,13.1243,13.5,2.1,Low
42.6513,13.2102,12.2,2.6,Low
42.8578,13.0568,10.2,2.1,Low
42.9602,13.137,8.2,2.1,Low
42.9283,13.0483,10.3,2.0,Low
42.7218,13.2138,10.5,2.2,Low
42.7267,13.1753,12.2,2.0,Low
42.8728,13.0828,11.1,2.2,Low
42.81100000000001,13.1512,10.0,2.0,Low
42.8283,13.1295,11.2,2.0,Low
42.9023,13.1905,7.4,2.0,Low
42.9237,13.0553,10.2,2.0,Low
42.6982,13.1805,8.4,3.1,Low
42.9235,13.1563,9.1,2.4,Low
42.7692,13.1522,9.4,2.6,Low
42.6833,13.1958,10.9,2.3,Low
42.7475,13.23,14.8,2.2,Low
42.7467,13.1458,11.1,2.1,Low
42.8038,13.0865,11.4,2.3,Low
42.7303,13.3505,15.1,2.2,Low
42.7732,13.2132,9.9,2.3,Low
42.7447,13.1575,11.5,2.0,Low
42.9268,13.1513,9.6,3.3,Low
42.8312,13.1192,10.2,2.8,Low
42.848,13.0682,10.9,2.2,Low
43.0065,13.0735,8.5,2.3,Low
42.6883,13.2948,13.7,2.3,Low
42.7563,13.1882,9.4,2.0,Low
42.8003,13.1268,10.5,2.5,Low
42.8777,13.0903,9.3,2.1,Low
42.8758,13.2432,10.0,2.1,Low
42.9487,13.2008,7.8,2.2,Low
42.9273,13.2275,8.1,2.3,Low
42.8835,13.0658,9.3,2.0,Low
42.8563,13.2177,10.5,2.0,Low
42.6818,13.2963,8.1,2.8,Low
42.7367,13.1938,10.1,2.1,Low
42.9237,13.2213,8.2,2.2,Low
42.8068,13.108,11.0,2.1,Low
43.0098,13.0937,8.9,2.0,Low
43.0348,13.0617,9.9,2.2,Low
42.9258,13.2058,9.6,2.4,Low
42.9302,13.2115,7.9,2.0,Low
42.7428,13.15,9.6,2.2,Low
42.7275,13.2582,10.5,2.0,Low
42.8127,13.1538,10.7,2.2,Low
42.82899999999999,13.2288,13.7,2.6,Low
42.8292,13.0348,10.7,2.8,Low
42.7657,13.1297,19.2,2.1,Low
42.7007,13.1495,10.9,2.2,Low
42.9323,13.213,9.0,3.1,Low
42.934,13.2117,8.7,2.0,Low
42.9288,13.2132,9.0,2.0,Low
42.9248,13.2058,7.0,2.5,Low
42.8022,13.1882,9.5,2.7,Low
42.816,13.2218,13.8,2.0,Low
42.7417,13.1702,11.4,2.1,Low
42.8702,13.0338,11.1,2.1,Low
42.8807,13.2023,10.3,2.1,Low
42.8737,13.0272,10.7,2.2,Low
42.7097,13.1567,11.7,2.0,Low
42.9292,13.1943,9.0,2.0,Low
42.8843,13.2018,8.8,2.2,Low
42.7392,13.1837,9.1,2.0,Low
42.9233,13.2252,9.4,2.5,Low
42.7003,13.1622,8.4,2.8,Low
42.9127,13.1517,10.6,2.1,Low
42.81100000000001,13.1313,10.3,2.3,Low
43.021,13.075,6.9,2.2,Low
42.7952,13.2172,10.1,2.3,Low
42.5298,13.2208,11.6,2.4,Low
43.0178,13.0507,10.1,2.4,Low
42.8808,13.2193,9.7,2.2,Low
42.6782,13.2058,12.5,2.7,Low
42.902,13.2047,8.6,2.1,Low
42.7547,13.2292,11.0,2.4,Low
42.9907,13.0552,9.6,2.2,Low
42.8252,13.1557,10.5,2.2,Low
43.0167,13.1262,8.6,2.5,Low
42.8343,13.2417,15.9,2.5,Low
43.0282,13.0813,7.4,2.4,Low
42.9333,13.2098,9.4,2.4,Low
42.9757,13.1163,9.8,2.0,Low
42.7768,13.1585,11.4,2.0,Low
42.7865,12.9633,10.3,2.1,Low
42.6957,13.2235,12.1,2.0,Low
43.0357,13.0652,9.9,2.4,Low
42.8885,13.1717,9.6,2.2,Low
43.0302,13.0657,9.3,2.1,Low
42.9117,13.1983,9.2,2.0,Low
42.8812,13.0678,10.9,2.1,Low
42.6608,13.1978,11.9,2.0,Low
42.6682,13.1993,14.0,2.0,Low
43.0277,13.0367,10.3,2.0,Low
43.0298,13.0388,10.3,2.1,Low
42.8998,13.1852,7.1,2.0,Low
43.0848,13.0743,6.9,2.1,Low
42.8858,13.1323,9.3,3.6,Low
42.863,13.1032,8.9,2.0,Low
42.8733,13.1332,8.3,2.2,Low
42.9242,13.2313,7.3,2.9,Low
42.828,13.2545,13.5,3.1,Low
42.8223,13.2553,11.0,2.1,Low
42.8745,13.0463,11.1,2.5,Low
42.8058,13.1263,10.5,2.2,Low
42.7472,13.2305,12.0,2.1,Low
42.9305,13.0323,11.9,2.3,Low
42.7507,13.1913,10.1,2.4,Low
42.8087,13.2175,8.7,2.1,Low
42.979,13.0372,7.9,3.4,Low
42.9398,13.1022,8.1,2.4,Low
42.8122,13.1363,8.9,2.6,Low
42.6523,13.2133,10.9,3.3,Low
43.0018,13.0827,9.6,2.0,Low
42.6598,13.2148,11.8,2.2,Low
42.8133,12.765,9.6,2.0,Low
42.7552,13.2958,14.5,2.4,Low
42.7742,13.1635,10.5,2.1,Low
42.8823,13.1322,11.7,2.1,Low
42.705,13.1622,10.9,2.3,Low
42.9258,13.1538,13.0,2.0,Low
42.7817,13.0525,10.3,2.3,Low
43.0573,13.0792,8.0,2.2,Low
42.9147,12.9012,10.7,2.1,Low
42.9838,13.1493,9.0,3.4,Low
42.9987,13.1448,8.6,2.7,Low
42.727,13.2687,10.9,2.4,Low
43.0098,13.0652,10.2,2.1,Low
42.9907,13.149,8.8,2.1,Low
42.762,13.0582,10.3,2.1,Low
42.7625,13.0532,10.6,2.3,Low
42.7898,13.1,11.1,2.0,Low
42.9888,13.0593,9.7,2.3,Low
42.9292,13.181,4.2,2.1,Low
42.8058,13.1187,10.2,2.0,Low
42.7783,13.0498,10.2,2.1,Low
42.7795,13.0543,10.3,2.2,Low
42.6847,13.2042,11.4,2.1,Low
42.7502,13.1437,12.5,2.4,Low
43.0153,13.137,8.1,2.5,Low
42.6348,13.2572,10.1,2.3,Low
42.81100000000001,13.1543,10.6,2.8,Low
42.7833,13.0548,10.5,3.3,Low
42.7802,13.0543,10.4,2.6,Low
42.7377,13.1308,13.5,2.9,Low
42.7555,13.1563,11.8,2.8,Low
42.6378,13.2608,12.1,2.1,Low
43.0053,13.1422,5.4,2.0,Low
42.7547,13.1695,17.5,2.1,Low
42.9813,13.0402,5.3,2.1,Low
42.6947,13.0152,8.5,2.2,Low
42.6638,13.1892,11.0,2.1,Low
42.944,13.2143,9.2,2.1,Low
42.7968,13.231,11.4,2.0,Low
42.9287,13.2023,7.8,2.4,Low
42.9198,13.0723,10.2,2.0,Low
42.8358,13.1218,11.0,2.1,Low
42.7673,13.1152,11.8,2.5,Low
42.9768,13.0583,10.1,2.7,Low
42.7752,13.1725,10.0,2.1,Low
42.9175,13.0503,10.2,2.2,Low
42.8652,13.1423,9.3,2.0,Low
42.7948,13.1373,9.4,2.1,Low
43.0127,13.1488,8.0,2.2,Low
42.7477,13.1717,11.0,2.0,Low
42.7567,13.1562,9.3,2.2,Low
42.7932,13.1235,10.6,3.5,Low
42.7883,13.1023,12.3,2.1,Low
43.0052,13.071,10.2,2.2,Low
42.8747,13.2045,8.3,2.0,Low
42.8348,13.139,10.7,2.1,Low
42.8518,13.1178,9.5,2.1,Low
42.7543,13.2178,10.5,2.4,Low
42.7483,13.2485,9.3,2.2,Low
42.8873,13.2063,7.2,2.7,Low
42.983,13.1288,6.4,2.1,Low
42.7192,13.2002,11.6,2.0,Low
43.0097,13.0782,8.6,2.7,Low
42.6288,13.2312,13.8,2.1,Low
42.9393,13.205,9.4,2.8,Low
43.0422,13.0947,8.7,3.0,Low
43.0218,13.1138,9.5,2.2,Low
42.8033,13.2407,10.3,2.6,Low
42.5258,13.1907,9.8,2.0,Low
42.7438,13.1787,10.2,2.3,Low
42.8025,13.1893,9.9,2.2,Low
42.9042,13.1438,10.4,2.0,Low
42.7255,13.2133,10.4,2.1,Low
42.7537,13.2162,16.9,2.6,Low
42.8128,13.1628,9.7,2.7,Low
42.7873,13.07,10.2,2.9,Low
43.0407,13.0557,9.9,2.0,Low
42.9103,13.197,8.2,2.0,Low
42.7955,13.1558,10.6,2.0,Low
42.9803,13.1538,8.7,2.4,Low
42.9793,13.1522,8.8,2.6,Low
42.7988,13.1008,10.6,2.0,Low
42.9215,13.1488,8.5,2.0,Low
42.7798,13.1802,8.7,2.1,Low
42.9828,13.1218,8.7,2.6,Low
43.0068,13.0743,8.9,2.6,Low
42.8333,13.0797,10.7,2.3,Low
42.9918,13.1227,9.3,2.5,Low
42.62,13.2998,9.9,2.4,Low
43.0672,13.0657,8.9,2.7,Low
